"代號","名稱","成交","漲跌價","漲跌幅","股利發放年度","除息交易日","現金股利","除息前價格","除息參考價","除息至今漲跌價","除息至今漲跌幅","填息貼息(元)","填息花費日數","除權交易日","股票股利","除權前價格","除權參考價","除權至今漲跌價","除權至今漲跌幅","填權貼權(元)","填權花費日數"
="00709","富邦歐洲","25.61","+0.19","+0.75","","","","","","","","","","","","","","","","",""
"00710B","復華彭博非投等債","18.06","+0.01","+0.06","","","","","","","","","","","","","","","","",""
"00711B","復華彭博新興債","16.15","+0.01","+0.06","","","","","","","","","","","","","","","","",""
="00712","復華富時不動產","9.96","+0.04","+0.4","","","","","","","","","","","","","","","","",""
="00713","元大台灣高息低波","45.51","+0.16","+0.35","","","","","","","","","","","","","","","","",""
="00714","群益道瓊美國地產","19.27","+0.15","+0.78","","","","","","","","","","","","","","","","",""
"00715L","期街口布蘭特正2","13.44","+0.41","+3.15","","","","","","","","","","","","","","","","",""
="00717","富邦美國特別股","14.75","0","0","","","","","","","","","","","","","","","","",""
="00728","第一金工業30","24.62","-0.07","-0.28","","","","","","","","","","","","","","","","",""
="00730","富邦臺灣優質高息","18.89","0","0","","","","","","","","","","","","","","","","",""
="00731","復華富時高息低波","65.05","+1.1","+1.72","","","","","","","","","","","","","","","","",""
="00733","富邦臺灣中小","55.95","+2.1","+3.9","","","","","","","","","","","","","","","","",""
="00735","國泰臺韓科技","30.26","+0.32","+1.07","","","","","","","","","","","","","","","","",""
="00736","國泰新興市場","20.18","+0.06","+0.3","","","","","","","","","","","","","","","","",""
="00737","國泰AI+Robo","31.43","+0.13","+0.42","","","","","","","","","","","","","","","","",""
"00738U","期元大道瓊白銀","22.69","-0.02","-0.09","","","","","","","","","","","","","","","","",""
="00739","元大MSCI A股","22.14","+0.02","+0.09","","","","","","","","","","","","","","","","",""
="00752","中信中國50","18.25","+0.15","+0.83","","","","","","","","","","","","","","","","",""
"00753L","中信中國50正2","9.45","+0.19","+2.05","","","","","","","","","","","","","","","","",""
="00757","統一FANG+","58.4","0","0","","","","","","","","","","","","","","","","",""
="00762","元大全球AI","44.54","+0.35","+0.79","","","","","","","","","","","","","","","","",""
"00763U","期街口道瓊銅","24.09","-0.14","-0.58","","","","","","","","","","","","","","","","",""
="00770","國泰北美科技","34.77","+0.11","+0.32","","","","","","","","","","","","","","","","",""
="00771","元大US高息特別股","16.13","+0.03","+0.19","","","","","","","","","","","","","","","","",""
"00775B","新光投等債15+","33.72","+0.01","+0.03","","","","","","","","","","","","","","","","",""
="00783","富邦中証500","20.09","0","0","","","","","","","","","","","","","","","","",""
="00830","國泰費城半導體","33.25","-0.07","-0.21","","","","","","","","","","","","","","","","",""
="00850","元大臺灣ESG永續","34.27","+0.22","+0.65","","","","","","","","","","","","","","","","",""
="00851","台新全球AI","33","+0.08","+0.24","","","","","","","","","","","","","","","","",""
"00852L","國泰美國道瓊正2","19.71","+0.33","+1.7","","","","","","","","","","","","","","","","",""
="00861","元大全球未來通訊","31.61","+0.01","+0.03","","","","","","","","","","","","","","","","",""
"00865B","國泰US短期公債","41.79","-0.12","-0.29","","","","","","","","","","","","","","","","",""
="00875","國泰網路資安","28.08","+0.12","+0.43","","","","","","","","","","","","","","","","",""
="00876","元大全球5G","30.48","+0.01","+0.03","","","","","","","","","","","","","","","","",""
="00878","國泰永續高股息","20.19","+0.39","+1.97","","","","","","","","","","","","","","","","",""
="00881","國泰台灣5G+","17.31","+0.2","+1.17","","","","","","","","","","","","","","","","",""
="00882","中信中國高股息","11.53","0","0","","","","","","","","","","","","","","","","",""
="00885","富邦越南","12.54","-0.04","-0.32","","","","","","","","","","","","","","","","",""
="00891","中信關鍵半導體","13.72","+0.01","+0.07","","","","","","","","","","","","","","","","",""
="00892","富邦台灣半導體","12.59","-0.04","-0.32","","","","","","","","","","","","","","","","",""
="00893","國泰智能電動車","17.85","-0.01","-0.06","","","","","","","","","","","","","","","","",""
="00894","中信小資高價30","14.83","+0.04","+0.27","","","","","","","","","","","","","","","","",""
="00895","富邦未來車","19.39","+0.01","+0.05","","","","","","","","","","","","","","","","",""
="00896","中信綠能及電動車","16.57","+0.2","+1.22","","","","","","","","","","","","","","","","",""
="00897","富邦基因免疫生技","7.84","-0.03","-0.38","","","","","","","","","","","","","","","","",""
="00898","國泰基因免疫革命","7.69","0","0","","","","","","","","","","","","","","","","",""
="00899","FT潔淨能源","21.55","+0.09","+0.42","","","","","","","","","","","","","","","","",""
="00900","富邦特選高股息30","12.86","+0.2","+1.58","","","","","","","","","","","","","","","","",""
="00901","永豐智能車供應鏈","14.69","+0.13","+0.89","","","","","","","","","","","","","","","","",""
="00902","中信電池及儲能","12.57","-0.04","-0.32","","","","","","","","","","","","","","","","",""
="00903","富邦元宇宙","12.35","+0.22","+1.81","","","","","","","","","","","","","","","","",""
="00904","新光臺灣半導體30","13.03","+0.01","+0.08","","","","","","","","","","","","","","","","",""
="00905","FT臺灣Smart","10.03","+0.07","+0.7","","","","","","","","","","","","","","","","",""
="00907","永豐優息存股","14.62","-0.05","-0.34","","","","","","","","","","","","","","","","",""
="00908","富邦入息REITs+","12.38","+0.18","+1.48","","","","","","","","","","","","","","","","",""
="00909","國泰數位支付服務","19.86","+0.26","+1.33","","","","","","","","","","","","","","","","",""
="00910","第一金太空衛星","16.5","+0.19","+1.16","","","","","","","","","","","","","","","","",""
="00911","兆豐洲際半導體","20.65","-0.07","-0.34","","","","","","","","","","","","","","","","",""
="00912","中信臺灣智慧50","15.42","+0.04","+0.26","","","","","","","","","","","","","","","","",""
="00913","兆豐台灣晶圓製造","17.37","+0.05","+0.29","","","","","","","","","","","","","","","","",""
="00915","凱基優選高股息30","18.96","+0.25","+1.34","","","","","","","","","","","","","","","","",""
="00916","國泰全球品牌50","18.18","+0.09","+0.5","","","","","","","","","","","","","","","","",""
="00917","中信特選金融","15.57","+0.12","+0.78","","","","","","","","","","","","","","","","",""
="00918","大華優利高填息30","20.34","+0.26","+1.29","","","","","","","","","","","","","","","","",""
="00919","群益台灣精選高息","19.85","+0.05","+0.25","","","","","","","","","","","","","","","","",""
="00920","富邦ESG綠色電力","16.75","+0.05","+0.3","","","","","","","","","","","","","","","","",""
="00921","兆豐龍頭等權重","17.22","+0.07","+0.41","","","","","","","","","","","","","","","","",""
="00922","國泰台灣領袖50","16.29","+0.13","+0.8","","","","","","","","","","","","","","","","",""
="00923","群益台灣ESG低碳","16.41","+0.11","+0.67","","","","","","","","","","","","","","","","",""
="00924","復華S&P500成長","16.66","+0.02","+0.12","","","","","","","","","","","","","","","","",""
="00925","新光標普電動車","18.47","+0.08","+0.44","","","","","","","","","","","","","","","","",""
="00926","凱基全球菁英55","15.91","+0.06","+0.38","","","","","","","","","","","","","","","","",""
="00927","群益半導體收益","15.24","+0.03","+0.2","","","","","","","","","","","","","","","","",""
="00929","復華台灣科技優息","15.91","+0.09","+0.57","","","","","","","","","","","","","","","","",""
"01001T","土銀富邦R1","14.8","0","0","2016","16'05/05","0.45","16.99","16.53","-1.73","-10.5","-2.19","19","","0","","","","","",""
"01002T","土銀國泰R1","17.85","0","0","2016","16'05/24","0.47","17.45","16.98","+0.87","+5.12","+0.4","865","","0","","","","","",""
"01003T","兆豐新光R1","21.61","+0.01","+0.05","2016","16'04/27","0.37","14.25","13.87","+7.74","+55.8","+7.36","95","","0","","","","","",""
"01004T","土銀富邦R2","14.2","0","0","2016","16'10/03","0.4","13.98","13.78","+0.42","+3.05","+0.22","764","","0","","","","","",""
"01007T","兆豐國泰R2","17.3","+0.11","+0.64","2016","16'11/22","0.43","15.63","15.41","+1.89","+12.3","+1.67","548","","0","","","","","",""
"01009T","王道圓滿R1","8.5","-0.02","-0.23","","","","","","","","","","","","","","","","",""
"01010T","京城樂富R1","10","0","0","","","","","","","","","","","","","","","","",""
="020000","富邦特選蘋果N","9.1","+0.22","+2.48","","","","","","","","","","","","","","","","",""
="020002","元富新中國N","12.58","+0.09","+0.72","","","","","","","","","","","","","","","","",""
="020007","凱基臺灣500N","35.34","0","0","","","","","","","","","","","","","","","","",""
="020011","統一微波高息20N","7.89","0","0","","","","","","","","","","","","","","","","",""
="020012","富邦行動通訊N","8.22","0","0","","","","","","","","","","","","","","","","",""
="020015","統一MSCI美低波N","14.71","0","0","","","","","","","","","","","","","","","","",""
="020016","統一MSCI美科技N","21.08","0","0","","","","","","","","","","","","","","","","",""
="020018","統一價值成長30N","17.97","+0.24","+1.35","","","","","","","","","","","","","","","","",""
="020019","統一特選台灣5GN","13.59","+0.02","+0.15","","","","","","","","","","","","","","","","",""
"02001L","富邦蘋果正二N","16.62","+0.81","+5.12","","","","","","","","","","","","","","","","",""
"02001R","富邦蘋果反一N","2.12","-0.06","-2.75","","","","","","","","","","","","","","","","",""
"02001S","策元大加權策略N","5.56","0","0","","","","","","","","","","","","","","","","",""
="020020","元大台股領航N","7.73","+0.1","+1.31","","","","","","","","","","","","","","","","",""
="020022","元大電動車N","8.43","+0.25","+3.06","","","","","","","","","","","","","","","","",""
="020028","元大特選電動車N","8.12","+0.22","+2.78","","","","","","","","","","","","","","","","",""
="020029","元大ESG高股息N","5.92","+0.07","+1.2","","","","","","","","","","","","","","","","",""
="020030","統一智慧電動車N","4.8","+0.02","+0.42","","","","","","","","","","","","","","","","",""
="020031","統一IC設計臺灣N","4.44","-0.02","-0.45","","","","","","","","","","","","","","","","",""
="020032","元大綠能N","5.68","+0.06","+1.07","","","","","","","","","","","","","","","","",""
="020034","元大IC設計N","5.76","+0.02","+0.35","","","","","","","","","","","","","","","","",""
="020036","元大金融配息N","5.25","+0.02","+0.38","","","","","","","","","","","","","","","","",""
="020037","元大金融高股息N","5.26","+0.04","+0.77","","","","","","","","","","","","","","","","",""
="020038","元大ESG配息N","5.27","+0.07","+1.35","","","","","","","","","","","","","","","","",""
="1101","台泥","36.6","+0.05","+0.14","2016","16'07/25","1.33","34.85","33.5","+3.1","+9.25","+1.75","8","","0","","","","","",""
"1101B","台泥乙特","47.85","+0.1","+0.21","","","","","","","","","","","","","","","","",""
="1102","亞泥","43.95","+0.05","+0.11","2016","16'08/31","1.1","30.2","29.1","+14.85","+51","+13.75","117","","0","","","","","",""
="1103","嘉泥","21.45","-0.15","-0.69","2016","16'08/25","0.1","8.92","8.82","+12.63","+143","+12.53","2","","0","","","","","",""
="1104","環泥","30.15","+0.25","+0.84","2016","16'07/25","1","21.8","20.6","+9.55","+46.4","+8.35","6","16'07/25","0.1","21.8","20.6","+9.55","+46.4","+8.35","6"
="1108","幸福","16.2","-0.35","-2.11","2016","16'07/20","0.85","10.4","9.55","+6.65","+69.6","+5.8","137","","0","","","","","",""
="1109","信大","18.05","0","0","2016","16'07/11","0.2","10.1","9.9","+8.15","+82.3","+7.95","2","","0","","","","","",""
="1110","東泥","18.9","-0.25","-1.31","2016","16'07/21","0.2","15.45","15.25","+3.65","+23.9","+3.45","1","","0","","","","","",""
="1201","味全","19.85","-0.1","-0.5","2016","","0","","","","","","","","0","","","","","",""
="1203","味王","42.15","-0.05","-0.12","2016","16'09/01","1","22.35","21.35","+20.8","+97.4","+19.8","58","","0","","","","","",""
="1210","大成","51.8","-0.2","-0.38","2016","16'08/26","0.7","28.15","27.45","+24.35","+88.7","+23.65","32","","0","","","","","",""
="1213","大飲","6.53","0","0","2016","","0","","","","","","","16'07/19","1","19.1","17.35","-10.82","","-12.57",""
="1215","卜蜂","91.3","-0.7","-0.76","2016","16'07/05","2","41.35","39.35","+51.95","+132","+49.95","69","","0","","","","","",""
="1216","統一","74.8","0","0","2016","16'08/04","2","66","64","+10.8","+16.9","+8.8","277","","0","","","","","",""
="1217","愛之味","12.65","-0.15","-1.17","2016","","0","","","","","","","16'09/07","0.15","7.95","7.83","+4.82","","+4.7","10"
="1218","泰山","25.6","-0.25","-0.97","2016","","0","","","","","","","","0","","","","","",""
="1219","福壽","20.25","-0.3","-1.46","2016","16'07/13","0.25","15.45","15.2","+5.05","+33.2","+4.8","2","","0","","","","","",""
="1220","台榮","14.35","-0.35","-2.38","2016","16'07/07","0.5","11.65","11.15","+3.2","+28.7","+2.7","433","","0","","","","","",""
="1225","福懋油","55.5","-0.2","-0.36","2016","16'08/30","1","50.2","49.2","+6.3","+12.8","+5.3","1","","0","","","","","",""
="1227","佳格","41.15","-0.1","-0.24","2016","16'08/18","1.6","83.5","73.8","-32.65","-44.2","-42.35","","16'08/18","1.1","83.5","73.8","-32.65","-44.2","-42.35",""
="1229","聯華","69.2","-0.2","-0.29","2016","16'08/29","1.2","22.2","20.5","+48.7","+238","+47","65","16'08/29","0.25","22.2","20.5","+48.7","+238","+47","65"
="1231","聯華食","99.8","+1.4","+1.42","2016","16'08/29","1.32","32.5","30.2","+69.6","+230","+67.3","89","16'08/29","0.33","32.5","30.2","+69.6","+230","+67.3","89"
="1232","大統益","146","+0.5","+0.34","2016","16'07/05","5","82.1","77.1","+68.9","+89.4","+63.9","52","","0","","","","","",""
="1233","天仁","37.75","-0.05","-0.13","2016","16'07/13","2","38.55","36.55","+1.2","+3.28","-0.8","151","","0","","","","","",""
="1234","黑松","39.85","-0.3","-0.75","2016","16'07/28","1.5","33.95","32.45","+7.4","+22.8","+5.9","12","","0","","","","","",""
="1235","興泰","81","-1","-1.22","2016","","0","","","","","","","","0","","","","","",""
="1236","宏亞","23.8","0","0","2016","16'07/18","0.7","20.15","19.45","+4.35","+22.4","+3.65","1310","","0","","","","","",""
="1256","鮮活果汁-KY","319","-1","-0.31","2016","16'07/18","4","108.5","104.5","+214.5","+205","+210.5","15","","0","","","","","",""
="1301","台塑","82.4","0","0","2016","16'07/13","3.6","80.6","77","+5.4","+7.01","+1.8","67","","0","","","","","",""
="1303","南亞","69.4","-0.2","-0.29","2016","16'07/19","3.3","64.7","61.4","+8","+13","+4.7","64","","0","","","","","",""
="1304","台聚","22.6","-0.5","-2.16","2016","16'07/28","0.5","13.3","12.8","+9.8","+76.6","+9.3","13","","0","","","","","",""
="1305","華夏","22.4","-0.25","-1.1","2016","16'08/18","1","18.6","17.25","+5.15","+29.9","+3.8","2","16'08/18","0.2","18.6","17.25","+5.15","+29.9","+3.8","2"
="1307","三芳","22.35","-0.5","-2.19","2016","16'07/28","1.7","39.4","36.6","-14.25","-38.9","-17.05","","16'07/28","0.3","39.4","36.6","-14.25","-38.9","-17.05",""
="1308","亞聚","25.65","-0.5","-1.91","2016","16'08/18","0.6","18.4","17.45","+8.2","+47","+7.25","34","16'08/18","0.2","18.4","17.45","+8.2","+47","+7.25","34"
="1309","台達化","19.65","-0.3","-1.5","2016","","0","","","","","","","","0","","","","","",""
="1310","台苯","15.25","-0.45","-2.87","2016","16'08/05","1","16.95","15.95","-0.7","-4.39","-1.7","51","","0","","","","","",""
="1312","國喬","18.25","-0.3","-1.62","2016","16'07/14","0.8","15.85","15.05","+3.2","+21.3","+2.4","5","","0","","","","","",""
"1312A","國喬特","28","0","0","2016","16'07/14","1.4","23.45","22.05","+5.95","+27","+4.55","33","","0","","","","","",""
="1313","聯成","14.2","-0.1","-0.7","2016","16'08/02","0.2","9.16","8.95","+5.25","+58.7","+5.04","5","","0","","","","","",""
="1314","中石化","9.45","-0.1","-1.05","2016","","0","","","","","","","","0","","","","","",""
="1315","達新","70.9","+0.2","+0.28","2016","16'07/14","1.1","25.6","24.5","+46.4","+189","+45.3","134","","0","","","","","",""
="1316","上曜","11.9","-0.1","-0.83","2016","","0","","","","","","","","0","","","","","",""
="1319","東陽","51.4","0","0","2016","16'07/25","1.4","57.2","55.8","-4.4","-7.89","-5.8","1","","0","","","","","",""
="1321","大洋","34.9","+0.15","+0.43","2016","","0","","","","","","","","0","","","","","",""
="1323","永裕","31.7","+0.05","+0.16","2016","16'06/29","1.55","32.65","31.1","+0.6","+1.93","-0.95","9","","0","","","","","",""
="1324","地球","11.7","+0.25","+2.18","2016","16'08/22","0.4","12.8","12.4","-0.7","-5.65","-1.1","13","","0","","","","","",""
="1325","恆大","22.95","-0.6","-2.55","2016","16'07/13","0.7","20.35","19.65","+3.3","+16.8","+2.6","93","","0","","","","","",""
="1326","台化","64.3","+0.1","+0.16","2016","16'07/06","3.5","82.1","78.6","-14.3","-18.2","-17.8","4","","0","","","","","",""
="1337","再生-KY","8.81","-0.41","-4.45","2016","16'11/02","0.3","18.05","17.4","-8.59","-49.4","-9.24","45","16'11/02","0.2","18.05","17.4","-8.59","-49.4","-9.24","45"
="1338","廣華-KY","43.05","+0.05","+0.12","2016","16'07/12","4.5","117","112.5","-69.45","-61.7","-73.95","8","","0","","","","","",""
="1339","昭輝","44.7","-0.25","-0.56","2016","16'08/24","2","46.8","44.8","-0.1","-0.22","-2.1","147","","0","","","","","",""
="1340","勝悅-KY","13.1","-0.35","-2.6","2016","16'08/22","1","62.1","61.1","-48","-78.6","-49","1","","0","","","","","",""
="1341","富林-KY","67.8","-0.1","-0.15","","","","","","","","","","","","","","","","",""
="1342","八貫","114","-3","-2.56","","","","","","","","","","","","","","","","",""
="1402","遠東新","32.3","-0.15","-0.46","2016","16'07/14","1","24.75","23.75","+8.55","+36","+7.55","4","","0","","","","","",""
="1409","新纖","16.9","-0.05","-0.29","2016","16'08/29","0.25","8.6","8.35","+8.55","+102","+8.3","14","","0","","","","","",""
="1410","南染","37.35","0","0","2016","16'07/14","1.3","24.8","23.5","+13.85","+58.9","+12.55","24","","0","","","","","",""
="1413","宏洲","9.17","-0.01","-0.11","2016","","0","","","","","","","","0","","","","","",""
="1414","東和","17.5","+0.05","+0.29","2016","16'07/14","0.2","6.58","6.38","+11.12","+174","+10.92","1","","0","","","","","",""
="1416","廣豐","10.9","-0.25","-2.24","2016","16'07/27","1.3","20.2","18.9","-8","-42.3","-9.3","11","","0","","","","","",""
="1417","嘉裕","13.65","-0.2","-1.44","2016","","0","","","","","","","","0","","","","","",""
="1418","東華","21.6","+0.65","+3.1","2016","","0","","","","","","","","0","","","","","",""
="1419","新紡","43.4","-0.1","-0.23","2016","16'08/22","0.35","42.65","42.3","+1.1","+2.6","+0.75","1","","0","","","","","",""
="1423","利華","23.8","-0.15","-0.63","2016","","0","","","","","","","","0","","","","","",""
="1432","大魯閣","17.6","-0.1","-0.56","2016","","0","","","","","","","","0","","","","","",""
="1434","福懋","27.5","-0.1","-0.36","2016","16'07/26","1.2","31.5","30.3","-2.8","-9.24","-4","27","","0","","","","","",""
="1436","華友聯","66.5","+0.1","+0.15","2016","","0","","","","","","","16'08/22","1","40.8","37.1","+29.4","","+25.7","17"
="1437","勤益控","27.9","+0.15","+0.54","2016","","0","","","","","","","","0","","","","","",""
="1438","三地開發","30.4","-0.05","-0.16","2016","","0","","","","","","","","0","","","","","",""
="1439","雋揚","22.4","+0.05","+0.22","2016","16'07/15","0.5","13.6","13.1","+9.3","+71","+8.8","3","","0","","","","","",""
="1440","南紡","16","-0.15","-0.93","2016","16'08/09","0.45","14.1","13.65","+2.35","+17.2","+1.9","112","","0","","","","","",""
="1441","大東","8.08","0","0","2016","","0","","","","","","","","0","","","","","",""
="1442","名軒","31.9","+0.05","+0.16","2016","16'09/02","1","22.1","19.2","+12.7","+66.1","+9.8","169","16'09/02","1","22.1","19.2","+12.7","+66.1","+9.8","169"
="1443","立益物流","28.45","+0.05","+0.18","2016","","0","","","","","","","","0","","","","","",""
="1444","力麗","11.05","-0.15","-1.34","2016","16'07/05","0.5","8.79","8.29","+2.76","+33.3","+2.26","17","","0","","","","","",""
="1445","大宇","18.9","+0.05","+0.27","2016","16'07/14","0.5","10.05","9.55","+9.35","+97.9","+8.85","1049","","0","","","","","",""
="1446","宏和","37.45","+1","+2.74","2016","16'08/30","0.3","18.95","18.65","+18.8","+101","+18.5","57","","0","","","","","",""
